File,Strain name,Assembly,Locus,BioSample,BioProject,Source,Host,Strain,Location,Collection Date,Submission Date,Species,Short species,Assembly Method,Genome Representation, Genome Coverage,Sequencing Technology,Assembly Length,Number of contigs,Largest contig,Published,Journal,Authors,Title
GCF_000283695.1_ASM28369v1_genomic.gbff,ASM28369v1,GCF_000283695.1,NC_016784,SAMEA2272738,PRJNA224116,None,None,CAU B946,None,None,05-Dec-11,Bacillus velezensis CAU B946,Bacillus velezensis,None,None,None,None,4019861,1,4019861,Yes,J. Bacteriol. 194 (7); 1845-1846 (2012),Blom;J.; Rueckert;C.; Niu;B.; Wang;Q. and Borriss;R.,The complete genome of Bacillus amyloliquefaciens subsp. plantarum CAU B946 contains a gene cluster for nonribosomal synthesis of iturin A
GCF_000241125.1_ASM24112v1_genomic.gbff,ASM24112v1,GCF_000241125.1,NC_016829,SAMN02604225,PRJNA224116,None,None,GDL-1,None,None,27-Dec-11,Mycoplasma hyorhinis GDL-1,Mycoplasma hyorhinis,Method :: Newbler v. 2010/08/31,None,Coverage :: 127.9,Technology :: 454 and Sanger,837480,1,837480,Yes,J. Bacteriol. 194 (7); 1848 (2012),Calcutt;M.J.; Foecking;M.F.; Rosales;R.S.; Ellis;R.J. and Nicholas;R.A.,Genome sequence of Mycoplasma hyorhinis strain GDL-1
GCF_000245515.1_ASM24551v1_genomic.gbff,ASM24551v1,GCF_000245515.1,NC_017656,SAMN02604278,PRJNA224116,urine from child < 5 years old,Homo sapiens,RM12579,USA: California,Dec-74,09-Nov-11,Escherichia coli O55:H7 str. RM12579,Escherichia coli,None,None,None,None,5448306,6,5263980,Yes,J. Bacteriol. 194 (8); 1885-1896 (2012),Kyle;J.L.; Cummings;C.A.; Parker;C.T.; Quinones;B.; Vatta;P.; Newton;E.; Huynh;S.; Swimley;M.; Degoricija;L.; Barker;M.; Fontanoz;S.; Nguyen;K.; Patel;R.; Fang;R.; Tebbs;R.; Petrauskene;O.; Furtado;M. and Mandrell;R.E.,Escherichia coli serotype O55:H7 diversity supports parallel acquisition of bacteriophage at Shiga toxin phage insertion sites during evolution of the O157:H7 lineage
GCF_000284035.1_ASM28403v1_genomic.gbff,ASM28403v1,GCF_000284035.1,NC_016887,SAMEA2272802,PRJNA224116,None,None,GUH-2,None,None,06-Feb-12,Nocardia cyriacigeorgica GUH-2,Nocardia cyriacigeorgica,None,None,None,None,6194645,1,6194645,Yes,J. Bacteriol. 194 (8); 2098-2099 (2012),Zoropogui;A.; Pujic;P.; Normand;P.; Barbe;V.; Beaman;B.; Beaman;L.; Boiron;P.; Colinon;C.; Deredjian;A.; Graindorge;A.; Mangenot;S.; Nazaret;S.; Neto;M.; Petit;S.; Roche;D.; Vallenet;D.; Rodriguez-Nava;V.; Richard;Y.; Cournoyer;B. and Blaha;D.,Genome sequence of the human- and animal-pathogenic strain Nocardia cyriacigeorgica GUH-2
GCF_000344575.1_ASM34457v1_genomic.gbff,ASM34457v1,GCF_000344575.1,NC_020450,SAMD00060995,PRJNA224116,None,None,IO-1,None,None,28-Sep-11,Lactococcus lactis subsp. lactis IO-1,Lactococcus lactis,Method :: phrap v.1.080730,None,Coverage :: 8.75x,Technology :: ABI 3730xl,2421471,1,2421471,Yes,J. Bacteriol. 194 (8); 2102-2103 (2012),Kato;H.; Shiwa;Y.; Oshima;K.; Machii;M.; Araya-Kojima;T.; Zendo;T.; Shimizu-Kadota;M.; Hattori;M.; Sonomoto;K. and Yoshikawa;H.,Complete genome sequence of Lactococcus lactis IO-1; a lactic acid bacterium that utilizes xylose and produces high levels of L-lactic acid
GCF_000246835.1_ASM24683v1_genomic.gbff,ASM24683v1,GCF_000246835.1,NC_016826,SAMN02603507,PRJNA224116,suusac fermented camel milk,None,CJ18,Kenya,01-Jun-08,23-Apr-12,Streptococcus infantarius subsp. infantarius CJ18,Streptococcus infantarius,Method :: Lasergene SeqMan Pro v. 8.0.2; CLC Genomic,None,None,Technology :: Sanger dideoxy sequencing; 454,2008249,2,1988420,Yes,J. Bacteriol. 194 (8); 2105-2106 (2012),Jans;C.; Follador;R.; Lacroix;C.; Meile;L. and Stevens;M.J.,Complete genome sequence of the African dairy isolate Streptococcus infantarius subsp. infantarius strain CJ18
GCF_000187705.1_ASM18770v1_genomic.gbff,ASM18770v1,GCF_000187705.1,NC_015061,SAMN00713582,PRJNA224116,None,None,Y9602,USA: DOE Field Research Center: Oak Ridge: TN,None,28-Jan-11,Rahnella sp. Y9602,Rahnella sp.,Method :: Newbler v. 2.3,None,Coverage :: 30x,Technology :: 454-Titanium; Illumina GAii,5614252,3,4864217,Yes,J. Bacteriol. 194 (8); 2113-2114 (2012),Martinez;R.J.; Bruce;D.; Detter;C.; Goodwin;L.A.; Han;J.; Han;C.S.; Held;B.; Land;M.L.; Mikhailova;N.; Nolan;M.; Pennacchio;L.; Pitluck;S.; Tapia;R.; Woyke;T. and Sobecky;P.A.,Complete genome sequence of Rahnella sp. strain Y9602; a gammaproteobacterium isolate from metal- and radionuclide-contaminated soil
GCF_000245535.1_ASM24553v1_genomic.gbff,ASM24553v1,GCF_000245535.1,NC_016832,SAMN02603101,PRJNA224116,typhoid carrier,Homo sapiens,P-stx-12,India,None,23-Jan-12,Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,Salmonella enterica,None,None,None,None,4949783,2,4768352,Yes,J. Bacteriol. 194 (8); 2115-2116 (2012),Ong;S.Y.; Pratap;C.B.; Wan;X.; Hou;S.; Abdul Rahman;A.Y.; Saito;J.A.; Nath;G. and Alam;M.,Complete genome sequence of Salmonella enterica subsp. enterica serovar Typhi P-stx-12
GCF_000250945.1_ASM25094v1_genomic.gbff,ASM25094v1,GCF_000250945.1,NC_017022,SAMN02604218,PRJNA224116,blood,Homo sapiens,Aus0004,Australia: Melbourne,1998,01-Feb-12,Enterococcus faecium Aus0004,Enterococcus faecium,None,None,None,None,3019780,4,2955294,Yes,J. Bacteriol. 194 (9); 2334-2341 (2012),Lam;M.M.; Seemann;T.; Bulach;D.M.; Gladman;S.L.; Chen;H.; Haring;V.; Moore;R.J.; Ballard;S.; Grayson;M.L.; Johnson;P.D.; Howden;B.P. and Stinear;T.P.,Comparative analysis of the first complete Enterococcus faecium genome
GCF_000240325.1_ASM24032v1_genomic.gbff,ASM24032v1,GCF_000240325.1,NC_016612,SAMN02603580,PRJNA224116,None,None,KCTC 1686,None,None,21-Dec-11,Klebsiella michiganensis KCTC 1686,Klebsiella michiganensis,None,None,None,None,5974109,1,5974109,Yes,J. Bacteriol. 194 (9); 2371-2372 (2012),Shin;S.H.; Kim;S.; Kim;J.Y.; Lee;S.; Um;Y.; Oh;M.K.; Kim;Y.R.; Lee;J. and Yang;K.S.,Complete genome sequence of Klebsiella oxytoca KCTC 1686; used in production of 2;3-butanediol
GCF_000215745.1_ASM21574v1_genomic.gbff,ASM21574v1,GCF_000215745.1,NC_015663,None,PRJNA68103,None,None,KCTC 2190,None,None,15-Jun-11,Klebsiella aerogenes KCTC 2190,Klebsiella aerogenes,None,None,None,None,5280350,1,5280350,Yes,J. Bacteriol. 194 (9); 2373-2374 (2012),Shin;S.H.; Kim;S.; Kim;J.Y.; Lee;S.; Um;Y.; Oh;M.K.; Kim;Y.R.; Lee;J. and Yang;K.S.,Complete genome sequence of Enterobacter aerogenes KCTC 2190
GCF_000227485.1_ASM22748v1_genomic.gbff,ASM22748v1,GCF_000227485.1,NC_017195,SAMN02603351,PRJNA224116,soil,None,RO-NN-1,None,None,03-Aug-11,Bacillus subtilis subsp. subtilis str. RO-NN-1,Bacillus subtilis,None,None,None,None,4011949,1,4011949,Yes,J. Bacteriol. 194 (9); 2378-2379 (2012),Earl;A.M.; Eppinger;M.; Fricke;W.F.; Rosovitz;M.J.; Rasko;D.A.; Daugherty;S.; Losick;R.; Kolter;R. and Ravel;J.,Whole-genome sequences of Bacillus subtilis and close relatives
GCF_000227465.1_ASM22746v1_genomic.gbff,ASM22746v1,GCF_000227465.1,NC_016047,SAMN02603352,PRJNA224116,None,None,TU-B-10,None,None,01-Aug-11,Bacillus subtilis subsp. spizizenii TU-B-10,Bacillus subtilis,None,None,None,None,4207222,1,4207222,Yes,J. Bacteriol. 194 (9); 2378-2379 (2012),Earl;A.M.; Eppinger;M.; Fricke;W.F.; Rosovitz;M.J.; Rasko;D.A.; Daugherty;S.; Losick;R.; Kolter;R. and Ravel;J.,Whole-genome sequences of Bacillus subtilis and close relatives
GCF_000026445.2_ASM2644v2_genomic.gbff,ASM2644v2,GCF_000026445.2,NC_020133,SAMN02603618,PRJNA224116,None,None,128FXT,None,None,12-Oct-12,Mycobacterium liflandii 128FXT,Mycobacterium liflandii,None,None,None,None,6399543,2,6208955,Yes,J. Bacteriol. 195 (3); 556-564 (2013),Tobias;N.J.; Doig;K.D.; Medema;M.H.; Chen;H.; Haring;V.; Moore;R.; Seemann;T. and Stinear;T.P.,Complete genome sequence of the frog pathogen Mycobacterium ulcerans ecovar Liflandii
GCF_000709455.1_ASM70945v1_genomic.gbff,ASM70945v1,GCF_000709455.1,NZ_CP007276,SAMN03081538,PRJNA224116,None,None,Nigg 2 MCR,None,None,20-Feb-14,Chlamydia muridarum str. Nigg 2 MCR,Chlamydia muridarum,Method :: MAQ v. 0.6.6,None,Coverage :: 50x,Technology :: Sanger dideoxy sequencing; Illumina,1072952,1,1072952,Yes,J. Bacteriol. 196 (16); 2989-3001 (2014),Bao;X.; Gylfe;A.; Sturdevant;G.L.; Gong;Z.; Xu;S.; Caldwell;H.D.; Elofsson;M. and Fan;H.,Benzylidene acylhydrazides inhibit chlamydial growth in a type III secretion- and iron chelation-independent manner
GCF_000756485.1_ASM75648v1_genomic.gbff,ASM75648v1,GCF_000756485.1,NZ_CP008695,SAMN02800743,PRJNA224116,body tissue,Homo sapiens,M23ND,Japan,02-Feb-12,02-Jun-14,Streptococcus pyogenes,Streptococcus pyogenes,Method :: velvet v. 1.0.18,None,Coverage :: 200x,Technology :: 454; Illumina,1846477,1,1846477,Yes,J. Bacteriol. 196 (23); 4089-4102 (2014),Bao;Y.; Liang;Z.; Booyjzsen;C.; Mayfield;J.A.; Li;Y.; Lee;S.W.; Ploplis;V.A.; Song;H. and Castellino;F.J.,Unique genomic arrangements in an invasive serotype M23 strain of Streptococcus pyogenes identify genes that induce hypervirulence
GCF_000963815.1_ASM96381v1_genomic.gbff,ASM96381v1,GCF_000963815.1,NZ_CP008706,SAMN02894434,PRJNA224116,Tibia/Osteomyelitis,diabetes patient,AB5075-UW,USA,2008,24-Mar-15,Acinetobacter baumannii,Acinetobacter baumannii,Method :: HGAP v. 2.0,None,Coverage :: 70x,Technology :: PacBio,4066980,4,3972672,Yes,J. Bacteriol. 197 (12); 2027-2035 (2015),Gallagher;L.A.; Ramage;E.; Weiss;E.J.; Radey;M.; Hayden;H.S.; Held;K.G.; Huse;H.K.; Zurawski;D.V.; Brittnacher;M.J. and Manoil;C.,Resources for Genetic and Genomic Analysis of Emerging Pathogen Acinetobacter baumannii
GCF_000243155.2_ASM24315v3_genomic.gbff,ASM24315v3,GCF_000243155.2,NC_018017,SAMN02261389,PRJNA224116,freshwater pond sediment,None,ATCC 51507,USA: Athens: GA,None,05-Jun-12,Desulfitobacterium dehalogenans ATCC 51507,Desulfitobacterium dehalogenans,Method :: Newbler v. 2.3,None,Coverage :: 30x,Technology :: 454/Illumina,4321753,1,4321753,Yes,J. Bacteriol. 197 (5); 893-904 (2015),Kruse;T.; van de Pas;B.A.; Atteia;A.; Krab;K.; Hagen;W.R.; Goodwin;L.; Chain;P.; Boeren;S.; Maphosa;F.; Schraa;G.; de Vos;W.M.; van der Oost;J.; Smidt;H. and Stams;A.J.,Genomic; proteomic; and biochemical analysis of the organohalide respiratory pathway in Desulfitobacterium dehalogenans
GCF_001620285.1_ASM162028v1_genomic.gbff,ASM162028v1,GCF_001620285.1,NZ_CP013672,SAMN04334485,PRJNA224116,skin,Homo sapiens,AP53,USA,1967,16-Dec-15,Streptococcus pyogenes,Streptococcus pyogenes,Method :: Velvet v. 1.2,None,Coverage :: 200,Technology :: Illumina,1860554,1,1860554,Yes,J. Bacteriol. 198 (12); 1712-1724 (2016),Bao;Y.J.; Liang;Z.; Mayfield;J.A.; Donahue;D.L.; Carothers;K.E.; Lee;S.W.; Ploplis;V.A. and Castellino;F.J.,Genomic Characterization of a Pattern D Streptococcus pyogenes emm53 Isolate Reveals a Genetic Rationale for Invasive Skin Tropicity
GCF_001988075.1_ASM198807v1_genomic.gbff,ASM198807v1,GCF_001988075.1,NZ_CP013077,SAMN04221181,PRJNA224116,None,Homo sapiens,C549,USA: GA,2000,30-Oct-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 160x,Technology :: PacBio RSII; Illumina HiSeq,4106401,1,4106401,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001605255.1_ASM160525v1_genomic.gbff,ASM160525v1,GCF_001605255.1,NZ_CP010847,SAMN03249371,PRJNA224116,None,None,H622,None,None,19-Feb-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 124x,Technology :: Illumina MiSeq; PacBio,4107431,1,4107431,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001986955.1_ASM198695v1_genomic.gbff,ASM198695v1,GCF_001986955.1,NZ_CP011715,SAMN03702637,PRJNA224116,None,Homo sapiens,I069,USA:OR,2012,03-Jun-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 113x,Technology :: PacBio RSII; Illumina HiSeq,4109549,1,4109549,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001988475.1_ASM198847v1_genomic.gbff,ASM198847v1,GCF_001988475.1,NZ_CP013863,SAMN04383599,PRJNA224116,None,Homo sapiens,J296,USA: CT,2014,05-Jan-16,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 86x,Technology :: PacBio RSII; Illumina HiSeq,4107428,1,4107428,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001987955.1_ASM198795v1_genomic.gbff,ASM198795v1,GCF_001987955.1,NZ_CP011765,SAMN03702687,PRJNA224116,None,Homo sapiens,J098,USA:NM,2014,03-Jun-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 110x,Technology :: PacBio RSII; Illumina MiSeq,4107474,1,4107474,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001987355.1_ASM198735v1_genomic.gbff,ASM198735v1,GCF_001987355.1,NZ_CP011735,SAMN03702657,PRJNA224116,None,Homo sapiens,I379,USA:CT,2012,03-Jun-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 106x,Technology :: PacBio RSII; Illumina HiSeq,4104294,1,4104294,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001605445.1_ASM160544v1_genomic.gbff,ASM160544v1,GCF_001605445.1,NZ_CP010254,SAMN03216666,PRJNA224116,None,None,I476,None,None,03-Dec-14,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 113x,Technology :: Illumina MiSeq; PacBio,4105331,1,4105331,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001987115.1_ASM198711v1_genomic.gbff,ASM198711v1,GCF_001987115.1,NZ_CP011723,SAMN03702645,PRJNA224116,None,Homo sapiens,I136,USA:MN,2012,03-Jun-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 110x,Technology :: PacBio RSII; Illumina HiSeq,4107454,1,4107454,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001605075.1_ASM160507v1_genomic.gbff,ASM160507v1,GCF_001605075.1,NZ_CP010840,SAMN03249364,PRJNA224116,None,Homo sapiens,H379,USA:CA,2010,19-Feb-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 62x,Technology :: Illumina MiSeq; PacBio,4105330,1,4105330,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001989015.1_ASM198901v1_genomic.gbff,ASM198901v1,GCF_001989015.1,NZ_CP013888,SAMN04383579,PRJNA224116,None,Homo sapiens,J104,USA: MN,2014,05-Jan-16,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 146x,Technology :: PacBio RSII; Illumina HiSeq,4108480,1,4108480,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001985425.1_ASM198542v1_genomic.gbff,ASM198542v1,GCF_001985425.1,NZ_CP011192,SAMN03455356,PRJNA224116,None,Homo sapiens,H765,USA: NY,2011,02-Apr-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 146x,Technology :: Illumina MiSeq; PacBio,4103252,1,4103252,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001988335.1_ASM198833v1_genomic.gbff,ASM198833v1,GCF_001988335.1,NZ_CP013090,SAMN04221194,PRJNA224116,None,Homo sapiens,J191,USA: IN,2014,30-Oct-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 95x,Technology :: PacBio RSII; Illumina HiSeq,4111645,1,4111645,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001987555.1_ASM198755v1_genomic.gbff,ASM198755v1,GCF_001987555.1,NZ_CP011745,SAMN03702667,PRJNA224116,None,Homo sapiens,I762,USA:NY,2013,03-Jun-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 133x,Technology :: PacBio RSII; Illumina HiSeq,4110592,1,4110592,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001986195.1_ASM198619v1_genomic.gbff,ASM198619v1,GCF_001986195.1,NZ_CP011236,SAMN03464272,PRJNA224116,None,Homo sapiens,H710,USA: NY,None,08-Apr-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 161x,Technology :: Illumina MiSeq; PacBio,4105333,1,4105333,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001987535.1_ASM198753v1_genomic.gbff,ASM198753v1,GCF_001987535.1,NZ_CP011744,SAMN03702666,PRJNA224116,None,Homo sapiens,I755,USA:NY,2013,03-Jun-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 112x,Technology :: PacBio RSII; Illumina HiSeq,4111653,1,4111653,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001985825.1_ASM198582v1_genomic.gbff,ASM198582v1,GCF_001985825.1,NZ_CP012081,SAMN03854493,PRJNA224116,None,Homo sapiens,I351,USA: MN,2012,13-Jul-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 123x,Technology :: PacBio RSII; Illumina HiSeq,4108752,1,4108752,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001988575.1_ASM198857v1_genomic.gbff,ASM198857v1,GCF_001988575.1,NZ_CP013869,SAMN04383560,PRJNA224116,None,Homo sapiens,E368,USA: MO,2004,05-Jan-16,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 162x,Technology :: PacBio RSII; Illumina HiSeq,4104277,1,4104277,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001509895.1_ASM150989v1_genomic.gbff,ASM150989v1,GCF_001509895.1,NZ_CP010965,SAMN03366100,PRJNA224116,None,Homo sapiens,H321,France,2007,01-Apr-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 114x,Technology :: Illumina MiSeq; PacBio,4079396,1,4079396,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001605275.1_ASM160527v1_genomic.gbff,ASM160527v1,GCF_001605275.1,NZ_CP010963,SAMN03249373,PRJNA224116,None,Homo sapiens,C393,None,1999,24-Feb-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 131x,Technology :: Illumina MiSeq; PacBio,4133777,1,4133777,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
GCF_001987995.1_ASM198799v1_genomic.gbff,ASM198799v1,GCF_001987995.1,NZ_CP011767,SAMN03702689,PRJNA224116,None,Homo sapiens,J110,USA:MN,2014,03-Jun-15,Bordetella pertussis,Bordetella pertussis,Method :: HGAP v. 3,None,Coverage :: 122x,Technology :: PacBio RSII; Illumina MiSeq,4106384,1,4106384,Yes,J. Bacteriol. (2017) In press,Weigand;M.R.; Peng;Y.; Loparev;V.; Batra;D.; Bowden;K.E.; Burroughs;M.; Cassiday;P.K.; Davis;J.K.; Johnson;T.; Juieng;P.; Knipe;K.; Mathis;M.H.; Pruitt;A.M.; Rowe;L.; Sheth;M.; Tondella;M.L. and Williams;M.M.,The History of Bordetella pertussis Genome Evolution Includes Structural Rearrangement
